model,dataset,alpha,direction,success_rate_all,success_rate_parsed,parse_rate,total,parsed,unparsed
DeepSeek-1.5B,sports_understanding,16.0,no,0.0,0.0,0.0,17,0,17
DeepSeek-1.5B,sports_understanding,-18.0,yes,0.0,0.0,0.0,28,0,28
DeepSeek-1.5B,sports_understanding,18.0,no,0.0,0.0,0.0,17,0,17
DeepSeek-1.5B,sports_understanding,-20.0,yes,0.0,0.0,0.0,28,0,28
DeepSeek-1.5B,sports_understanding,20.0,no,0.0,0.0,0.0,17,0,17
DeepSeek-1.5B,logical_deduction,0.0,yes,0.8636363636363636,0.9047619047619048,0.9545454545454546,22,21,1
DeepSeek-1.5B,logical_deduction,0.0,no,0.2765957446808511,0.2826086956521739,0.9787234042553191,47,46,1
DeepSeek-1.5B,logical_deduction,-2.0,yes,0.09090909090909091,0.2,0.45454545454545453,22,10,12
DeepSeek-1.5B,logical_deduction,2.0,no,0.2978723404255319,0.3783783783783784,0.7872340425531915,47,37,10
DeepSeek-1.5B,logical_deduction,-4.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,4.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-6.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,6.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-8.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,8.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-10.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,10.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-12.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,12.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-14.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,14.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-16.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,16.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-18.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,18.0,no,0.0,0.0,0.0,47,0,47
DeepSeek-1.5B,logical_deduction,-20.0,yes,0.0,0.0,0.0,22,0,22
DeepSeek-1.5B,logical_deduction,20.0,no,0.0,0.0,0.0,47,0,47
